run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_settings,run_threads,run_input1,run_outputF_1P,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_trailing,run_sliding_size,run_sliding_quality,run_minlen,run_mi_length,run_mi_strict,total_exe_time_s,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-15.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.2,3.541841983795166,45790,7346.0,8192.0,5272.0,2048.0
run-45.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.2,6.18985915184021,155787,7346.0,8192.0,5272.0,2048.0
run-35.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.8,5.724334239959717,140455,7346.0,8192.0,3673.0,2048.0
run-80.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.8,5.8162922859191895,286942,7346.0,8192.0,3673.0,2048.0
run-37.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.5,4.843866348266602,116913,7346.0,8192.0,5272.0,2048.0
run-2.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.8,3.723512649536133,48338,7346.0,8192.0,5272.0,2048.0
run-21.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.2,3.86054801940918,50225,7346.0,8192.0,7346.0,2048.0
run-53.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.8,5.748597621917725,142313,7346.0,8192.0,7346.0,2048.0
run-74.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.8,7.065091609954834,389855,7346.0,8192.0,3673.0,2048.0
run-7.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.5,3.436730146408081,44229,7346.0,8192.0,5272.0,2048.0
run-43.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.5,5.333505868911743,129954,7346.0,8192.0,7346.0,2048.0
run-33.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.2,5.5425825119018555,135712,7346.0,8192.0,5272.0,1638.0
run-36.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.2,4.9427268505096436,120099,7346.0,8192.0,7346.0,2048.0
run-31.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.5,5.754887342453003,140952,7346.0,8192.0,4763.0,2048.0
run-51.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.2,5.484397888183594,134874,7346.0,8192.0,5272.0,2048.0
run-28.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.5,5.341448783874512,132242,7346.0,8192.0,4763.0,2048.0
run-52.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.5,6.356837272644043,158735,7346.0,8192.0,5272.0,1638.0
run-70.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.5,4.939566135406494,257530,7346.0,8192.0,7346.0,2048.0
run-9.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.2,3.610784769058227,46862,7346.0,8192.0,3673.0,2048.0
run-54.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.2,5.4188010692596436,290008,7346.0,8192.0,7346.0,1638.0
run-20.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.8,3.6114940643310542,47160,7346.0,8192.0,3673.0,2048.0
run-56.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.8,4.703274488449097,245046,7346.0,8192.0,4763.0,2048.0
run-62.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.8,4.49957013130188,229325,7346.0,8192.0,5272.0,2048.0
run-40.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.5,5.044604063034058,122741,7346.0,8192.0,7346.0,2048.0
run-50.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.8,6.7278892993927,168521,7346.0,8192.0,3673.0,2048.0
run-25.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.5,3.679144144058227,48037,7346.0,8192.0,3673.0,2048.0
run-13.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.5,3.446199893951416,44874,7346.0,8192.0,4763.0,2048.0
run-10.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/SRR3509077.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.5,3.6066935062408447,47248,7346.0,8192.0,5272.0,2048.0
run-4.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.5,3.6456222534179688,47267,7346.0,8192.0,7346.0,2048.0
run-3.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,1,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.2,3.421834945678711,44389,7346.0,8192.0,5272.0,2048.0
run-60.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,25,33,50,50,0.2,6.787302017211914,368833,7346.0,8192.0,4763.0,2048.0
run-75.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/SRR12514558.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,10,26,50,50,0.2,4.557858467102051,231384,7346.0,8192.0,7346.0,2048.0
run-55.iteration-0,Linux,x86_64,4,4,2304.0,4112850944,2147479552,SE,50,/home/parallels/Documents/Trimmomatic/ERR875320.1_1_4L.fastq.gz,Trimmed.fastq,5,20,10,15,15,4,3,50,50,0.5,8.543936967849731,483895,7346.0,8192.0,3673.0,2048.0
