run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_settings,run_threads,run_input1,run_outputF_1P,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_trailing,run_sliding_size,run_sliding_quality,run_MinLength,total_exe_time_s,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-33.iteration-0,Linux,x86_64,2,2,2304.0,2217431040,2147479552,SE,10,/home/parallels/Documents/Trimmomatic/SRR8293759.1_2_4M.fastq.gz,Trimmed.fastq,5,30,15,3,3,25,33,MINLEN:36 MAXINFO:36:0.2,41.1357102394104,1098109,7346.0,8192.0,3673.0,2048.0
