run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,exe_L,exe_Du,exe_Dv,exe_F,exe_k,exe_dt,exe_plotgap,exe_steps,exe_noise,exe_output,exe_checkpoint,exe_checkpoint_freq,exe_checkpoint_output,exe_adios_config,exe_adios_span,exe_adios_memory_selection,exe_mesh_type,run_nprocs,run_settings,run_array_dimention,run_diffusion_coeff_U,run_diffusion_coeff_V,run_feed_rate_U,run_kill_rate_V,run_Timestep,run_simulation_steps,run_indused_noise,total_exe_time_ms,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-0.iteration-19,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,167.66287636756897,2003204,129200.0,4433.0,7506.0,316.6
run-6.iteration-13,Linux,x86_64,3,3,2304.0,6246445056,2147479552,70,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,70,0.2,0.1,0.01,0.048,2,1000,1e-07,122.3171181678772,1459317,129200.0,4433.0,7005.0,256.4
run-3.iteration-11,Linux,x86_64,3,3,2304.0,6246445056,2147479552,67,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,67,0.2,0.1,0.01,0.048,2,1000,1e-07,124.27721214294434,1481558,129200.0,4433.0,6181.0,201.5
run-6.iteration-1,Linux,x86_64,3,3,2304.0,6246445056,2147479552,70,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,70,0.2,0.1,0.01,0.048,2,1000,1e-07,160.50076842308044,1917093,129200.0,4433.0,7506.0,161.4
run-0.iteration-0,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,119.4840075969696,1426881,129200.0,4433.0,9553.0,316.6
run-2.iteration-29,Linux,x86_64,3,3,2304.0,6246445056,2147479552,66,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,66,0.2,0.1,0.01,0.048,2,1000,1e-07,119.51007413864136,1424809,129200.0,4433.0,7005.0,311.4
run-8.iteration-26,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,137.82025527954102,1644616,129200.0,4433.0,7005.0,164.2
run-7.iteration-13,Linux,x86_64,3,3,2304.0,6246445056,2147479552,71,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,71,0.2,0.1,0.01,0.048,2,1000,1e-07,122.60103368759157,1459711,129200.0,4433.0,6181.0,633.3
run-5.iteration-4,Linux,x86_64,3,3,2304.0,6246445056,2147479552,69,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,69,0.2,0.1,0.01,0.048,2,1000,1e-07,155.81344938278198,1860790,129200.0,4433.0,7506.0,295.5
run-2.iteration-14,Linux,x86_64,3,3,2304.0,6246445056,2147479552,66,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,66,0.2,0.1,0.01,0.048,2,1000,1e-07,137.22872972488403,1636927,129200.0,4433.0,6181.0,246.3
