sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_threads,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_sliding_size,run_sliding_quality,run_minlen,run_mi_length,run_mi_strict,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps,data_rr_count,total_exe_time_s
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,3,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.126349687576294
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,3,36,36,0.8,7346.0,8192.0,7346.0,1638.0,10000,2.2394466400146484
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,3,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.075027704238892
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,15,36,36,0.8,7346.0,8192.0,3673.0,2048.0,10000,2.238543510437012
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,10,26,36,36,0.5,7346.0,8192.0,4763.0,1638.0,10000,1.9805772304534912
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,33,36,36,0.5,7346.0,8192.0,4763.0,2048.0,10000,1.9328584671020508
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,15,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.084952116012573
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,3,36,36,0.5,7346.0,8192.0,4763.0,1638.0,10000,2.178839921951294
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,15,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.090277671813965
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,26,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.9781312942504885
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,3,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.089843511581421
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,26,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.827766180038452
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,3,36,36,0.8,7346.0,8192.0,5272.0,1638.0,10000,2.233447313308716
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,26,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,2.132305383682251
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,26,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,4.5625646114349365
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,3,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.3910257816314697
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,15,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.6291987895965576
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,26,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.339625835418701
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,15,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,1.981651306152344
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,33,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,1.9259693622589111
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,26,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,2.091955184936523
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.6367640495300293
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,15,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.132326364517212
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,15,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.2839009761810303
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,15,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,1.7709019184112549
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.8820855617523191
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,26,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.185926675796509
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.0300285816192627
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,3,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.8287882804870603
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,26,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,1.9792468547821045
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,15,36,36,0.5,7346.0,8192.0,5272.0,1638.0,10000,2.8425509929656982
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,33,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.0766639709472656
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,15,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,2.129501819610596
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,26,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.778409481048584
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,15,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,2.142752885818481
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,15,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,1.6732614040374756
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,33,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,1.836644172668457
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,26,36,36,0.5,7346.0,8192.0,4763.0,1638.0,10000,2.194652795791626
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,3,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,2.0757339000701904
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,26,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.937204360961914
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,26,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.8917818069458008
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,33,36,36,0.5,7346.0,8192.0,4763.0,2048.0,10000,1.6520533561706543
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,3,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.0306661128997803
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,3,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,2.5590176582336426
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.4359445571899414
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,3,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,1.671457290649414
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.879210948944092
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,3,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,2.0297048091888428
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,15,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.8392679691314693
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,10,3,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.991032361984253
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,33,36,36,0.2,7346.0,8192.0,5272.0,1638.0,10000,2.0419154167175293
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.182014942169189
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,26,36,36,0.5,7346.0,8192.0,5272.0,2048.0,10000,1.991859436035156
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,33,36,36,0.2,7346.0,8192.0,5272.0,1638.0,10000,2.189610004425049
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,15,36,36,0.2,7346.0,8192.0,5272.0,2048.0,10000,1.577326774597168
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,4,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.8805606365203853
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,25,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,2.33135724067688
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,26,36,36,0.8,7346.0,8192.0,4763.0,1638.0,10000,2.1234898567199707
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,10,15,36,36,0.8,7346.0,8192.0,5272.0,1638.0,10000,1.937636137008667
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,15,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.6800696849822998
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,33,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.7856571674346924
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,33,36,36,0.5,7346.0,8192.0,4763.0,1638.0,10000,2.240588903427124
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,26,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.8285610675811768
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,3,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.783684015274048
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,25,15,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.8785505294799805
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.5,7346.0,8192.0,5272.0,1638.0,10000,2.687669277191162
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,26,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.188706398010254
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,26,36,36,0.2,7346.0,8192.0,4763.0,1638.0,10000,2.13451623916626
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,3,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,1.98166823387146
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,15,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.0283803939819336
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,2.67905592918396
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,3,36,36,0.8,7346.0,8192.0,7346.0,1638.0,10000,2.0901238918304443
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.8782947063446045
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,26,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,2.242279291152954
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,25,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,2.0825119018554688
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,25,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.4867072105407717
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,10,3,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.334507942199707
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.7249560356140137
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,3,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.376114845275879
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.7249455451965332
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,26,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.589654445648194
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,1.994328260421753
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,26,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.826852798461914
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,26,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,2.099626064300537
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,26,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.1362195014953613
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.9829740524291992
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,26,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,2.024665594100952
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.984164476394653
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,33,36,36,0.2,7346.0,8192.0,5272.0,2048.0,10000,1.5826406478881836
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,3,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.9867286682128904
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.889655590057373
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,3,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,2.3937909603118896
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.0819296836853027
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,15,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.2486019134521484
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,15,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.895399570465088
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.8850584030151367
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,33,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.778367042541504
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,26,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,2.19043493270874
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,15,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.8831572532653809
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,26,36,36,0.8,7346.0,8192.0,3673.0,2048.0,10000,1.9799273014068604
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,3,36,36,0.5,7346.0,8192.0,4763.0,2048.0,10000,1.9842801094055176
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,3,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.2860565185546875
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,15,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.8403263092041016
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.0311102867126465
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,33,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.185350179672241
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,33,36,36,0.8,7346.0,8192.0,5272.0,1638.0,10000,2.1788768768310547
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,26,36,36,0.2,7346.0,8192.0,5272.0,1638.0,10000,2.2774670124053955
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,33,36,36,0.8,7346.0,8192.0,5272.0,1638.0,10000,2.186467170715332
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.1380934715271
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,33,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.2351248264312744
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,26,36,36,0.8,7346.0,8192.0,3673.0,2048.0,10000,2.090090036392212
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.1829214096069336
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,15,36,36,0.2,7346.0,8192.0,5272.0,2048.0,10000,1.9305570125579832
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,4,15,36,36,0.8,7346.0,8192.0,4763.0,2048.0,10000,2.085707187652588
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,10,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.883882999420166
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,33,36,36,0.2,7346.0,8192.0,4763.0,1638.0,10000,1.975042104721069
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.8,7346.0,8192.0,5272.0,1638.0,10000,2.183907985687256
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,2.139230251312256
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,3,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,1.994162559509277
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,4,26,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,2.246525526046753
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,1.929452657699585
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,15,36,36,0.5,7346.0,8192.0,4763.0,1638.0,10000,2.491410970687866
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,33,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,1.8759973049163816
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,3,36,36,0.8,7346.0,8192.0,7346.0,1638.0,10000,2.3923025131225586
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,26,36,36,0.8,7346.0,8192.0,4763.0,2048.0,10000,1.984913349151611
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,3,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.134420871734619
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,2.0329267978668213
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,15,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.192052364349365
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.034808874130249
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,33,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,1.9200236797332764
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,4,33,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.136602640151977
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,3,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.548776388168335
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,33,36,36,0.8,7346.0,8192.0,3673.0,2048.0,10000,2.364763736724853
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,25,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.887864589691162
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,3,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,1.7774481773376465
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,3,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.58317232131958
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,33,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.6388533115386963
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,26,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,2.054365396499634
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,26,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,2.040966510772705
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.3356316089630127
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,15,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.184403657913208
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,3,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.9459359645843504
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,2.194404125213623
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,1.980936050415039
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,15,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.8904759883880613
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,33,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,2.143458604812622
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,3,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,2.290503740310669
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,26,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,3.698640823364258
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,3,36,36,0.8,7346.0,8192.0,4763.0,2048.0,10000,2.085671901702881
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.8825044631958008
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,33,36,36,0.5,7346.0,8192.0,5272.0,2048.0,10000,1.7853217124938965
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,33,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,2.080694913864136
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,15,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,2.4367377758026123
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,33,36,36,0.8,7346.0,8192.0,7346.0,1638.0,10000,2.1243550777435303
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,25,15,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,2.664613485336304
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,33,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.8803226947784424
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,15,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,2.439375638961792
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,15,36,36,0.5,7346.0,8192.0,7346.0,1638.0,10000,2.235588550567627
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,26,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,2.8429012298583984
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,15,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,1.8844594955444336
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,26,36,36,0.5,7346.0,8192.0,5272.0,2048.0,10000,1.872846603393555
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,3,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.1381402015686035
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,3,36,36,0.8,7346.0,8192.0,7346.0,1638.0,10000,2.240388870239258
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,15,36,36,0.8,7346.0,8192.0,4763.0,1638.0,10000,2.791373491287231
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,15,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.331615447998047
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,15,36,36,0.5,7346.0,8192.0,3673.0,2048.0,10000,1.8252108097076416
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,33,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.934126853942871
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,33,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.927807092666626
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,26,36,36,0.8,7346.0,8192.0,4763.0,2048.0,10000,1.7841365337371826
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,15,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,2.347926139831543
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,26,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.8893399238586424
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,4,15,36,36,0.2,7346.0,8192.0,5272.0,2048.0,10000,2.490705728530884
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,3,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.8913094997406008
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,3,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,1.7792105674743652
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,25,15,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.831772327423096
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,3,36,36,0.2,7346.0,8192.0,7346.0,2048.0,10000,1.9306612014770508
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,33,36,36,0.5,7346.0,8192.0,3673.0,1638.0,10000,2.0741872787475586
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,3,36,36,0.2,7346.0,8192.0,3673.0,2048.0,10000,1.982710838317871
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,15,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.2229835987091064
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,26,36,36,0.8,7346.0,8192.0,3673.0,1638.0,10000,1.941199541091919
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,15,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.9827067852020264
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.530226707458496
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.7324063777923584
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,26,36,36,0.2,7346.0,8192.0,3673.0,1638.0,10000,2.0751707553863525
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,33,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.5810577869415283
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,3,36,36,0.5,7346.0,8192.0,7346.0,2048.0,10000,1.9797873497009275
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,33,36,36,0.2,7346.0,8192.0,7346.0,1638.0,10000,2.1799516677856445
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,4,3,36,36,0.8,7346.0,8192.0,7346.0,2048.0,10000,2.3889269828796387
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,26,36,36,0.8,7346.0,8192.0,5272.0,2048.0,10000,1.7331316471099854
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,33,36,36,0.2,7346.0,8192.0,4763.0,2048.0,10000,1.832427263259888
