sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,run_threads,run_seedMismatch,run_palindromeClipThreshold,run_simpleClipThreshold,run_leading,run_sliding_size,run_sliding_quality,run_minlen,run_mi_length,run_mi_strict,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps,data_rr_count,total_exe_time_s
2,2,2304.0,2217431040,2147479552,10,5,20,10,15,10,33,36,36,0.2,7412.0,8192.0,7346.0,1638.0,20000,2.9870765209198
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,33,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,2.9681286811828613
2,2,2304.0,2217431040,2147479552,10,5,16,8,33,25,15,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,2.929215908050537
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,33,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,2.9181571006774902
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,33,36,36,0.8,7412.0,8192.0,7412.0,2048.0,20000,2.520241498947144
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,3,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,3.291676521301269
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,25,33,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,2.679085493087769
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,15,36,36,0.8,7412.0,8192.0,5272.0,2048.0,20000,2.676302194595337
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,33,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.6791279315948486
2,2,2304.0,2217431040,2147479552,10,5,20,10,15,10,26,36,36,0.8,7412.0,8192.0,3706.0,1638.0,20000,2.931050539016724
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,25,3,36,36,0.2,7412.0,8192.0,7412.0,2048.0,20000,2.8278849124908447
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,26,36,36,0.5,7412.0,8192.0,7346.0,2048.0,20000,2.7107841968536377
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,4,33,36,36,0.5,7412.0,8192.0,5272.0,1638.0,20000,2.889093399047852
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,10,15,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,2.9355356693267822
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,26,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.895185232162476
2,2,2304.0,2217431040,2147479552,10,5,16,8,33,4,26,36,36,0.8,7412.0,8192.0,3673.0,2048.0,20000,2.7844955921173096
2,2,2304.0,2217431040,2147479552,10,5,16,8,3,10,15,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.979791641235352
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,15,36,36,0.8,7412.0,8192.0,7346.0,1638.0,20000,2.669130086898804
2,2,2304.0,2217431040,2147479552,10,5,20,10,15,4,3,36,36,0.5,7412.0,8192.0,5272.0,1638.0,20000,2.836143970489502
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,3,36,36,0.2,7412.0,8192.0,5272.0,2048.0,20000,2.425337553024292
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,3,36,36,0.2,7412.0,8192.0,5272.0,2048.0,20000,2.894010066986084
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,10,33,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,3.262737274169922
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,10,33,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,3.8133158683776855
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,10,26,36,36,0.5,7412.0,8192.0,7412.0,2048.0,20000,3.119206428527832
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,4,15,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.9826371669769287
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,26,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,2.77105975151062
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,26,36,36,0.8,7412.0,8192.0,3706.0,1638.0,20000,2.6191751956939697
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,3,36,36,0.5,7412.0,8192.0,7346.0,2048.0,20000,3.010286569595337
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,4,33,36,36,0.2,7412.0,8192.0,3706.0,1638.0,20000,3.0788090229034424
2,2,2304.0,2217431040,2147479552,10,5,16,8,3,10,33,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,3.3508129119873047
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,26,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,2.9244027137756348
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,4,26,36,36,0.5,7412.0,8192.0,7346.0,2048.0,20000,2.7933738231658936
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,3,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,2.762653350830078
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,25,26,36,36,0.8,7412.0,8192.0,7346.0,1638.0,20000,2.93585205078125
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,10,15,36,36,0.2,7412.0,8192.0,5272.0,2048.0,20000,2.723499298095703
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,25,26,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.533604860305786
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,4,26,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,2.578348159790039
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,15,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.77791690826416
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,10,15,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,3.043898582458496
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,10,15,36,36,0.8,7412.0,8192.0,5272.0,1638.0,20000,3.1140332221984863
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,26,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.864076375961304
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,15,36,36,0.2,7412.0,8192.0,3706.0,2048.0,20000,3.243597984313965
2,2,2304.0,2217431040,2147479552,10,5,20,10,15,10,3,36,36,0.5,7412.0,8192.0,7346.0,1638.0,20000,3.3421883583068848
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,4,33,36,36,0.5,7412.0,8192.0,7412.0,1638.0,20000,3.1144349575042725
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,15,36,36,0.2,7412.0,8192.0,7346.0,1638.0,20000,2.872184038162231
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,33,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.3153059482574463
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,26,36,36,0.5,7412.0,8192.0,5272.0,1638.0,20000,2.817525148391724
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,33,36,36,0.2,7412.0,8192.0,3706.0,1638.0,20000,3.177452325820923
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,10,26,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,2.660430431365967
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,25,15,36,36,0.2,7412.0,8192.0,5272.0,2048.0,20000,2.704641342163086
2,2,2304.0,2217431040,2147479552,10,5,16,8,3,4,15,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,2.589958429336548
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,10,26,36,36,0.2,7412.0,8192.0,5272.0,2048.0,20000,2.5282912254333496
2,2,2304.0,2217431040,2147479552,10,5,16,8,3,25,26,36,36,0.2,7412.0,8192.0,3673.0,2048.0,20000,2.679307460784912
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,4,3,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,3.179677248001098
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,25,3,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,8.95870590209961
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,4,3,36,36,0.8,7412.0,8192.0,7346.0,1638.0,20000,3.058420896530152
2,2,2304.0,2217431040,2147479552,50,5,20,10,3,10,3,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,3.023282766342163
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,15,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.6264920234680176
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,3,36,36,0.5,7412.0,8192.0,7346.0,2048.0,20000,2.9863014221191406
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,25,15,36,36,0.5,7412.0,8192.0,5272.0,1638.0,20000,3.078538179397583
2,2,2304.0,2217431040,2147479552,50,5,20,10,33,4,26,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,2.516620635986328
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,10,3,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.66492247581482
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,4,3,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,4.044269323348999
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,4,33,36,36,0.5,7412.0,8192.0,5272.0,2048.0,20000,3.5672855377197266
2,2,2304.0,2217431040,2147479552,50,5,30,15,3,4,3,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.8214128017425537
2,2,2304.0,2217431040,2147479552,10,5,16,8,33,4,3,36,36,0.2,7412.0,8192.0,3706.0,2048.0,20000,3.0763750076293945
2,2,2304.0,2217431040,2147479552,50,5,20,10,15,10,3,36,36,0.5,7412.0,8192.0,7346.0,1638.0,20000,2.8799378871917725
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,10,15,36,36,0.2,7412.0,8192.0,3706.0,2048.0,20000,2.620406150817871
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,4,3,36,36,0.8,7412.0,8192.0,7346.0,1638.0,20000,3.298309326171875
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,3,36,36,0.8,7412.0,8192.0,5272.0,2048.0,20000,2.7116024494171143
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,4,26,36,36,0.2,7412.0,8192.0,3673.0,2048.0,20000,2.267357349395752
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,10,26,36,36,0.8,7412.0,8192.0,3673.0,2048.0,20000,2.936103343963623
2,2,2304.0,2217431040,2147479552,50,5,30,15,33,10,15,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.7750701904296875
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,4,15,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,2.9290685653686523
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,4,15,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,3.232590913772583
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,10,33,36,36,0.5,7412.0,8192.0,3706.0,1638.0,20000,6.550060510635376
2,2,2304.0,2217431040,2147479552,10,5,20,10,3,10,33,36,36,0.8,7412.0,8192.0,3706.0,1638.0,20000,2.7355892658233643
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,25,26,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.838931083679199
2,2,2304.0,2217431040,2147479552,10,5,20,10,15,10,26,36,36,0.2,7412.0,8192.0,3706.0,1638.0,20000,2.6830098628997803
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,15,36,36,0.5,7412.0,8192.0,3706.0,2048.0,20000,3.5809192657470703
2,2,2304.0,2217431040,2147479552,50,5,30,15,15,25,3,36,36,0.8,7412.0,8192.0,5272.0,2048.0,20000,2.9740118980407715
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,3,36,36,0.5,7412.0,8192.0,7412.0,2048.0,20000,3.283451557159424
2,2,2304.0,2217431040,2147479552,50,5,16,8,3,25,33,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,2.811445713043213
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,25,15,36,36,0.8,7412.0,8192.0,7346.0,2048.0,20000,2.8180747032165527
2,2,2304.0,2217431040,2147479552,10,5,16,8,15,4,33,36,36,0.8,7412.0,8192.0,3706.0,2048.0,20000,2.994229316711426
2,2,2304.0,2217431040,2147479552,10,5,20,10,33,10,33,36,36,0.8,7412.0,8192.0,3706.0,1638.0,20000,3.6874287128448486
2,2,2304.0,2217431040,2147479552,10,5,16,8,33,10,33,36,36,0.5,7412.0,8192.0,7346.0,2048.0,20000,2.947173595428467
2,2,2304.0,2217431040,2147479552,50,5,16,8,33,10,33,36,36,0.2,7412.0,8192.0,7346.0,2048.0,20000,3.017955780029297
2,2,2304.0,2217431040,2147479552,50,5,16,8,15,25,26,36,36,0.8,7412.0,8192.0,3673.0,1638.0,20000,3.317023515701294
