sys_phy_cores_count,sys_tot_cores_count,sys_phy_mem_bytes,exe_L,exe_Du,exe_Dv,exe_F,exe_k,exe_dt,exe_steps,exe_noise,run_nprocs,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps,total_exe_time_ms
4,4,4119924736,16,0.2,0.1,0.01,0.048,2.0,100,1e-07,2,4433.0,7506.0,633.3,0.391573429107666
4,4,4119924736,64,0.1,0.2,0.01,0.048,1.0,100,1e-07,2,4433.0,5838.0,134.3,1.9482355117797847
4,4,4119924736,16,0.1,0.2,0.02,0.04,1.0,100,1e-07,2,4433.0,5842.0,544.9,0.3282704353332519
4,4,4119924736,64,0.1,0.2,0.02,0.04,1.0,150,1e-07,2,4433.0,5531.0,554.1,2.0898749828338623
4,4,4119924736,16,0.2,0.1,0.01,0.04,1.0,100,1e-07,2,4433.0,5838.0,435.9,0.4491870403289795
4,4,4119924736,64,0.1,0.1,0.02,0.048,1.0,150,1e-07,2,4433.0,5842.0,633.3,2.2450523376464844
4,4,4119924736,64,0.2,0.1,0.01,0.04,2.0,150,1e-07,2,4433.0,5531.0,633.3,3.034466505050659
4,4,4119924736,64,0.1,0.1,0.02,0.04,1.0,150,1e-07,2,4433.0,5254.0,622.7,2.6455187797546387
4,4,4119924736,64,0.2,0.1,0.02,0.048,2.0,150,1e-07,2,4433.0,5254.0,554.1,2.8714494705200195
4,4,4119924736,64,0.2,0.2,0.01,0.048,1.0,100,1e-07,2,4433.0,5838.0,164.2,3.250462532043457
4,4,4119924736,64,0.2,0.2,0.01,0.04,1.0,150,1e-07,2,4433.0,5531.0,435.9,3.6097989082336426
4,4,4119924736,64,0.1,0.1,0.01,0.04,1.0,150,1e-07,2,4433.0,9553.0,633.3,1.913888454437256
4,4,4119924736,64,0.2,0.2,0.01,0.048,1.0,150,1e-07,2,4433.0,6181.0,161.4,3.5016355514526367
4,4,4119924736,16,0.1,0.2,0.02,0.048,2.0,100,1e-07,2,4433.0,5838.0,622.7,0.3775405883789062
4,4,4119924736,64,0.1,0.2,0.02,0.048,2.0,150,1e-07,2,4433.0,7005.0,492.6,2.091882467269897
4,4,4119924736,16,0.2,0.1,0.01,0.048,2.0,150,1e-07,2,4433.0,6181.0,158.3,0.4393773078918457
4,4,4119924736,64,0.1,0.2,0.02,0.04,2.0,100,1e-07,2,4433.0,6181.0,311.4,2.2215776443481445
4,4,4119924736,64,0.2,0.1,0.01,0.048,2.0,100,1e-07,2,4433.0,6181.0,152.9,2.401419162750244
4,4,4119924736,16,0.1,0.1,0.02,0.04,2.0,150,1e-07,2,4433.0,5838.0,554.1,0.4021494388580322
4,4,4119924736,64,0.2,0.1,0.01,0.048,1.0,100,1e-07,2,4433.0,6568.0,211.1,1.785356044769287
4,4,4119924736,64,0.1,0.2,0.02,0.04,1.0,100,1e-07,2,4433.0,5254.0,396.3,1.956928014755249
4,4,4119924736,64,0.2,0.2,0.01,0.048,2.0,150,1e-07,2,4433.0,5004.0,544.9,2.3436079025268555
4,4,4119924736,64,0.2,0.1,0.02,0.048,1.0,100,1e-07,2,4433.0,5838.0,396.3,1.988363981246948
4,4,4119924736,16,0.2,0.2,0.01,0.04,1.0,100,1e-07,2,4433.0,5531.0,396.3,0.3745429515838623
4,4,4119924736,64,0.1,0.1,0.02,0.04,1.0,100,1e-07,2,4433.0,5838.0,396.3,2.497714042663574
4,4,4119924736,16,0.1,0.1,0.01,0.04,1.0,100,1e-07,2,4433.0,6181.0,335.3,0.4291458129882812
4,4,4119924736,64,0.1,0.1,0.01,0.048,1.0,150,1e-07,2,4433.0,4674.0,484.3,2.1390397548675537
4,4,4119924736,64,0.1,0.2,0.01,0.048,2.0,100,1e-07,2,4433.0,6181.0,622.7,1.7945618629455566
4,4,4119924736,64,0.2,0.2,0.02,0.048,1.0,150,1e-07,2,4433.0,5838.0,554.1,2.847989559173584
4,4,4119924736,64,0.1,0.2,0.02,0.048,1.0,100,1e-07,2,4433.0,6568.0,161.4,2.136960983276367
4,4,4119924736,64,0.2,0.2,0.02,0.048,1.0,100,1e-07,2,4433.0,6181.0,150.3,2.7509024143218994
4,4,4119924736,64,0.2,0.2,0.01,0.04,1.0,100,1e-07,2,4433.0,5838.0,484.3,3.5108604431152344
4,4,4119924736,16,0.1,0.1,0.02,0.04,1.0,100,1e-07,2,4433.0,5838.0,544.9,0.3817653656005859
4,4,4119924736,64,0.2,0.1,0.02,0.048,2.0,100,1e-07,2,4433.0,4776.0,83.83,2.6208949089050293
4,4,4119924736,16,0.2,0.2,0.02,0.04,2.0,100,1e-07,2,4433.0,5842.0,492.6,0.3799052238464355
4,4,4119924736,16,0.1,0.1,0.01,0.04,1.0,150,1e-07,2,4433.0,6568.0,544.9,0.4760451316833496
4,4,4119924736,16,0.1,0.2,0.02,0.04,2.0,150,1e-07,2,4433.0,5838.0,622.7,0.4058494567871094
4,4,4119924736,64,0.1,0.1,0.01,0.04,1.0,100,1e-07,2,4433.0,6568.0,181.6,1.815746068954468
4,4,4119924736,64,0.1,0.1,0.02,0.048,1.0,100,1e-07,15,4433.0,5838.0,871.8,20.258607387542725
4,4,4119924736,64,0.1,0.1,0.01,0.048,1.0,100,1e-07,15,4433.0,5838.0,871.8,21.20689606666565
4,4,4119924736,64,0.2,0.1,0.01,0.04,1.0,100,1e-07,15,4433.0,6181.0,311.4,22.955763816833496
4,4,4119924736,16,0.1,0.1,0.02,0.048,2.0,100,1e-07,15,4433.0,5842.0,363.2,13.575925588607788
4,4,4119924736,16,0.2,0.1,0.01,0.04,2.0,100,1e-07,15,4433.0,6181.0,738.8,14.008705377578735
4,4,4119924736,64,0.1,0.2,0.02,0.04,2.0,150,1e-07,15,4433.0,5531.0,311.4,26.377723693847656
4,4,4119924736,16,0.2,0.1,0.02,0.048,1.0,100,1e-07,15,4433.0,6181.0,871.8,13.927394151687622
4,4,4119924736,16,0.1,0.1,0.01,0.048,1.0,150,1e-07,15,4433.0,7005.0,363.2,13.132684230804443
4,4,4119924736,64,0.2,0.1,0.02,0.04,2.0,150,1e-07,15,4433.0,6568.0,435.9,32.966840744018555
4,4,4119924736,16,0.1,0.2,0.01,0.04,2.0,150,1e-07,15,4433.0,7005.0,396.3,13.554186820983888
4,4,4119924736,64,0.1,0.2,0.01,0.048,1.0,150,1e-07,15,4433.0,5842.0,272.4,27.38756251335144
4,4,4119924736,16,0.2,0.2,0.02,0.048,2.0,150,1e-07,15,4433.0,6181.0,554.1,16.080876111984253
4,4,4119924736,16,0.1,0.2,0.02,0.048,1.0,150,1e-07,15,4433.0,6181.0,871.8,15.721836805343628
4,4,4119924736,16,0.1,0.2,0.01,0.04,2.0,100,1e-07,15,4433.0,7005.0,871.8,13.785001039505005
4,4,4119924736,16,0.1,0.2,0.02,0.04,2.0,100,1e-07,15,4433.0,5842.0,871.8,13.65475344657898
4,4,4119924736,16,0.1,0.1,0.02,0.048,1.0,100,1e-07,15,4433.0,6181.0,335.3,13.473591089248655
4,4,4119924736,64,0.2,0.2,0.02,0.04,1.0,100,1e-07,15,4433.0,7506.0,335.3,33.26168656349182
4,4,4119924736,64,0.2,0.1,0.02,0.04,2.0,100,1e-07,15,4433.0,7005.0,311.4,25.49553060531616
4,4,4119924736,16,0.2,0.2,0.01,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,14.405925750732422
4,4,4119924736,16,0.2,0.1,0.02,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,16.618037939071655
4,4,4119924736,64,0.1,0.1,0.01,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,26.46782922744751
4,4,4119924736,64,0.1,0.2,0.01,0.048,2.0,150,1e-07,15,4433.0,6181.0,341.0,27.73293972015381
4,4,4119924736,16,0.2,0.2,0.02,0.048,1.0,150,1e-07,15,4433.0,5838.0,871.8,15.435086011886597
4,4,4119924736,64,0.1,0.1,0.02,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,22.87537956237793
4,4,4119924736,16,0.1,0.2,0.01,0.04,1.0,150,1e-07,15,4433.0,8757.0,435.9,13.889453172683716
4,4,4119924736,16,0.1,0.1,0.02,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,14.770389556884766
4,4,4119924736,64,0.2,0.1,0.01,0.048,1.0,150,1e-07,15,4433.0,6568.0,871.8,34.7086455821991
4,4,4119924736,64,0.2,0.1,0.01,0.04,2.0,100,1e-07,15,4433.0,5842.0,335.3,29.797366857528687
4,4,4119924736,16,0.2,0.1,0.02,0.048,1.0,150,1e-07,15,4433.0,6568.0,335.3,15.724778652191162
4,4,4119924736,16,0.2,0.1,0.01,0.04,2.0,150,1e-07,15,4433.0,6181.0,871.8,15.999828100204468
4,4,4119924736,64,0.1,0.2,0.01,0.04,1.0,100,1e-07,15,4433.0,6181.0,363.2,21.01118850708008
4,4,4119924736,64,0.2,0.2,0.01,0.04,2.0,150,1e-07,15,4433.0,7005.0,335.3,35.829593658447266
4,4,4119924736,16,0.2,0.1,0.01,0.048,1.0,150,1e-07,15,4433.0,5838.0,335.3,15.810361623764038
4,4,4119924736,16,0.1,0.1,0.01,0.04,2.0,100,1e-07,15,4433.0,8083.0,335.3,11.559268236160278
4,4,4119924736,16,0.1,0.2,0.01,0.048,1.0,150,1e-07,15,4433.0,9553.0,363.2,13.474984884262083
4,4,4119924736,16,0.2,0.2,0.01,0.048,1.0,150,1e-07,15,4433.0,6181.0,335.3,15.639312505722046
4,4,4119924736,64,0.1,0.1,0.02,0.04,2.0,100,1e-07,15,4433.0,6181.0,871.8,19.68819832801819
4,4,4119924736,64,0.2,0.2,0.01,0.04,2.0,100,1e-07,15,4433.0,7005.0,311.4,33.35255551338196
4,4,4119924736,64,0.2,0.2,0.02,0.048,2.0,150,1e-07,15,4433.0,7005.0,335.3,32.91784858703613
4,4,4119924736,64,0.2,0.2,0.02,0.04,2.0,100,1e-07,15,4433.0,7005.0,335.3,29.5391538143158
4,4,4119924736,16,0.1,0.1,0.01,0.048,2.0,150,1e-07,15,4433.0,6181.0,886.6,10.581997871398926
4,4,4119924736,64,0.2,0.1,0.02,0.04,1.0,100,1e-07,15,4433.0,6181.0,871.8,25.8024218082428
4,4,4119924736,64,0.2,0.1,0.02,0.048,1.0,150,1e-07,15,4433.0,6181.0,335.3,31.225905418396
4,4,4119924736,16,0.2,0.1,0.02,0.04,2.0,150,1e-07,15,4433.0,6181.0,363.2,16.2680025100708
4,4,4119924736,64,0.1,0.2,0.01,0.04,2.0,100,1e-07,15,4433.0,5842.0,335.3,21.98733901977539
4,4,4119924736,16,0.2,0.1,0.01,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,15.157026529312134
4,4,4119924736,64,0.1,0.2,0.02,0.048,2.0,100,1e-07,15,4433.0,6568.0,311.4,21.920066595077515
4,4,4119924736,16,0.2,0.1,0.01,0.048,1.0,100,1e-07,15,4433.0,6181.0,363.2,14.405171394348145
4,4,4119924736,64,0.2,0.1,0.01,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,33.510833978652954
4,4,4119924736,16,0.1,0.2,0.02,0.048,2.0,150,1e-07,15,4433.0,5838.0,363.2,16.495625972747803
4,4,4119924736,16,0.2,0.2,0.01,0.04,2.0,150,1e-07,15,4433.0,6181.0,311.4,13.940730571746826
4,4,4119924736,16,0.1,0.2,0.02,0.048,1.0,100,1e-07,15,4433.0,7005.0,871.8,14.699363708496094
4,4,4119924736,16,0.2,0.2,0.01,0.048,1.0,100,1e-07,15,4433.0,6181.0,316.6,14.030539274215698
4,4,4119924736,64,0.1,0.1,0.01,0.048,2.0,100,1e-07,15,4433.0,6568.0,871.8,20.33199715614319
4,4,4119924736,16,0.1,0.1,0.02,0.04,1.0,150,1e-07,15,4433.0,7506.0,335.3,11.910067081451416
4,4,4119924736,16,0.2,0.2,0.01,0.048,2.0,100,1e-07,15,4433.0,6181.0,311.4,14.012876987457275
4,4,4119924736,16,0.1,0.2,0.01,0.048,1.0,100,1e-07,15,4433.0,8083.0,363.2,13.12815546989441
4,4,4119924736,16,0.2,0.2,0.02,0.04,1.0,100,1e-07,15,4433.0,6181.0,335.3,13.876027345657349
4,4,4119924736,16,0.2,0.2,0.02,0.048,2.0,100,1e-07,15,4433.0,5842.0,871.8,14.486964225769045
4,4,4119924736,16,0.2,0.1,0.02,0.04,1.0,100,1e-07,15,4433.0,6181.0,335.3,14.37046504020691
4,4,4119924736,16,0.2,0.2,0.01,0.04,2.0,100,1e-07,15,4433.0,6181.0,363.2,13.570707082748411
4,4,4119924736,16,0.1,0.2,0.02,0.04,1.0,150,1e-07,15,4433.0,5842.0,871.8,14.581471681594849
4,4,4119924736,16,0.1,0.1,0.02,0.048,1.0,150,1e-07,15,4433.0,5842.0,363.2,13.58969497680664
4,4,4119924736,16,0.1,0.1,0.02,0.04,2.0,100,1e-07,15,4433.0,6181.0,335.3,13.092191219329834
4,4,4119924736,16,0.1,0.1,0.01,0.048,1.0,100,1e-07,15,4433.0,6568.0,871.8,12.068036317825316
4,4,4119924736,16,0.1,0.1,0.01,0.04,2.0,150,1e-07,15,4433.0,7005.0,363.2,12.72721815109253
4,4,4119924736,16,0.2,0.2,0.02,0.048,1.0,100,1e-07,15,4433.0,6181.0,335.3,13.40161943435669
4,4,4119924736,64,0.1,0.1,0.02,0.04,2.0,150,1e-07,15,4433.0,6181.0,295.5,25.956461668014526
4,4,4119924736,16,0.2,0.2,0.01,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,16.160650968551636
4,4,4119924736,16,0.2,0.2,0.02,0.04,2.0,150,1e-07,15,4433.0,7005.0,363.2,15.80011773109436
4,4,4119924736,16,0.2,0.2,0.02,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,17.465500354766846
4,4,4119924736,64,0.2,0.1,0.01,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,27.23965311050415
4,4,4119924736,16,0.1,0.2,0.01,0.04,1.0,100,1e-07,15,4433.0,7789.0,435.9,12.896830081939695
4,4,4119924736,64,0.2,0.1,0.02,0.04,1.0,150,1e-07,15,4433.0,6181.0,311.4,32.28669595718384
4,4,4119924736,16,0.2,0.1,0.02,0.04,2.0,100,1e-07,15,4433.0,6181.0,335.3,15.419721364974976
4,4,4119924736,16,0.1,0.1,0.01,0.048,2.0,100,1e-07,15,4433.0,7005.0,335.3,13.168179988861084
4,4,4119924736,64,0.1,0.2,0.02,0.048,1.0,150,1e-07,15,4433.0,6181.0,363.2,26.862998962402344
4,4,4119924736,16,0.1,0.2,0.01,0.048,2.0,150,1e-07,15,4433.0,6568.0,335.3,19.151137113571167
4,4,4119924736,16,0.2,0.1,0.02,0.048,2.0,100,1e-07,15,4433.0,6181.0,871.8,14.565340280532835
4,4,4119924736,64,0.2,0.2,0.02,0.04,2.0,150,1e-07,15,4433.0,7005.0,871.8,32.23516082763672
4,4,4119924736,64,0.1,0.2,0.01,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,25.13252854347229
4,4,4119924736,64,0.1,0.2,0.01,0.04,2.0,150,1e-07,15,4433.0,6181.0,726.5,26.17174458503723
4,4,4119924736,64,0.1,0.1,0.01,0.04,2.0,100,1e-07,15,4433.0,6181.0,311.4,21.12045121192932
4,4,4119924736,16,0.2,0.1,0.02,0.048,2.0,150,1e-07,15,4433.0,6181.0,335.3,16.466049671173096
4,4,4119924736,64,0.1,0.1,0.02,0.048,2.0,100,1e-07,15,4433.0,5842.0,316.6,18.579543828964237
4,4,4119924736,16,0.1,0.2,0.01,0.048,2.0,100,1e-07,15,4433.0,8083.0,363.2,13.552598237991331
4,4,4119924736,16,0.2,0.1,0.01,0.048,2.0,100,1e-07,15,4433.0,6181.0,363.2,13.840227365493774
4,4,4119924736,64,0.1,0.2,0.01,0.048,1.0,100,1e-07,15,4433.0,5842.0,311.4,22.123519897460938
4,4,4119924736,16,0.1,0.2,0.02,0.04,1.0,100,1e-07,15,4433.0,6568.0,311.4,14.61381983757019
4,4,4119924736,64,0.1,0.2,0.02,0.04,1.0,150,1e-07,15,4433.0,6181.0,335.3,28.556001663208008
4,4,4119924736,16,0.2,0.1,0.01,0.04,1.0,100,1e-07,15,4433.0,6181.0,435.9,14.970493078231812
4,4,4119924736,64,0.1,0.1,0.02,0.048,1.0,150,1e-07,15,4433.0,6181.0,311.4,25.194278240203857
4,4,4119924736,64,0.2,0.1,0.01,0.04,2.0,150,1e-07,15,4433.0,8083.0,396.3,35.424439907073975
